ae train,ae test,ae mel,ae perc,ae kld,beta,lr
1.887315,1.885411,0.10491309,0.6049441,1.6900833,0.06666666666666667,3.16e-05
1.8916304,1.9067361,0.1052059,0.6057633,1.6713252,0.06833333333333334,3.16e-05
1.8951412,1.886543,0.105463885,0.60632366,1.6524636,0.07,3.16e-05
1.8992155,1.8989016,0.10577779,0.60705084,1.6345628,0.07166666666666667,3.16e-05
1.9033637,1.8960279,0.10610339,0.6078239,1.6165268,0.07333333333333333,3.16e-05
1.9068466,1.8968952,0.10634744,0.6084236,1.5989219,0.075,3.16e-05
1.9111818,1.9058465,0.10669945,0.60926086,1.5819253,0.07666666666666667,3.16e-05
1.9151509,1.9356012,0.10700299,0.61000806,1.565403,0.07833333333333334,3.16e-05
1.9186445,1.9228448,0.107275255,0.6106193,1.5488498,0.08000000000000002,3.16e-05
1.9224168,1.9268597,0.10757903,0.61133283,1.5322905,0.08166666666666668,3.16e-05
1.9265014,1.9579577,0.10793019,0.6121183,1.5165625,0.08333333333333333,3.16e-05
1.93015,1.931275,0.108186506,0.61286235,1.5003282,0.085,3.16e-05
1.9338272,1.936124,0.108521074,0.61351925,1.4853063,0.08666666666666667,3.16e-05
1.9374357,1.9563912,0.10883488,0.6141969,1.4700711,0.08833333333333335,3.16e-05
1.9414837,1.9394208,0.10916282,0.61503327,1.4554849,0.09000000000000001,3.16e-05
1.9453354,1.9382672,0.10946397,0.6158314,1.4410588,0.09166666666666666,3.16e-05
1.9484872,1.9392148,0.10973783,0.6163999,1.4265318,0.09333333333333334,3.16e-05
1.9515872,1.9458196,0.11005435,0.6169158,1.4122291,0.095,3.16e-05
1.9550092,1.9340893,0.11032559,0.61760646,1.3984041,0.09666666666666668,3.16e-05
1.9591068,1.9602726,0.11070271,0.6184418,1.3855476,0.09833333333333334,3.16e-05
1.9622616,1.9682345,0.11096048,0.61904895,1.3723807,0.1,3.16e-05
1.961748,1.9684943,0.110982805,0.6189965,1.3679968,0.1,3.16e-05
1.9604104,1.9560294,0.110910796,0.61872077,1.363315,0.1,3.16e-05
1.959267,1.9707721,0.1108673,0.6184474,1.3598013,0.1,3.16e-05
1.9585235,1.9608704,0.11081577,0.61835337,1.3560064,0.1,3.16e-05
1.9569514,1.9674976,0.1107349,0.6179568,1.3522213,0.1,3.16e-05
1.9561769,1.9621972,0.11072966,0.6177711,1.3492516,0.1,3.16e-05
1.9547173,1.9517912,0.11063575,0.6174223,1.345723,0.1,3.16e-05
1.9548476,1.965325,0.11066781,0.6175383,1.343323,0.1,3.16e-05
1.953146,1.9565228,0.1105417,0.61710864,1.3402017,0.1,3.16e-05
1.9520549,1.961388,0.11050897,0.6168244,1.3372136,0.1,3.16e-05
1.951302,1.9534067,0.11046727,0.6166545,1.3349782,0.1,3.16e-05
1.9502717,1.9679902,0.11040424,0.61642104,1.3320842,0.1,3.16e-05
1.9493424,1.9710187,0.11036058,0.616187,1.3297336,0.1,3.16e-05
1.948337,1.9436111,0.11030702,0.61594075,1.3271768,0.1,3.16e-05
1.9472889,1.9582876,0.110239126,0.61569005,1.3246588,0.1,3.16e-05
1.9462005,1.9418616,0.11016689,0.61542225,1.3222762,0.1,3.16e-05
1.9450401,1.9603723,0.110112265,0.61510813,1.3198899,0.1,3.16e-05
1.9446756,1.9592078,0.1101087,0.61505044,1.3177778,0.1,3.16e-05
1.943343,1.946788,0.1100155,0.61469394,1.3156959,0.1,3.16e-05
1.637453,1.6264354,0.09051912,0.564462,3.7738256,0.0,9.985600000000001e-06
1.6249,1.6289048,0.0892942,0.56066585,4.519059,0.0,9.985600000000001e-06
1.6210233,1.6301459,0.088949524,0.55945975,4.8621745,0.0,9.985600000000001e-06
1.6186097,1.6162941,0.088748716,0.55869514,5.1148515,0.0,9.985600000000001e-06
1.6166867,1.6165797,0.08856726,0.5581074,5.3266187,0.0,9.985600000000001e-06
